team,other_team,game,teamid,otherid
georgetown,moreheadst,georgetown vs. moreheadst,1207,1287
georgetown,norfolkst,georgetown vs. norfolkst,1207,1313
georgetown,northcarolina,georgetown vs. northcarolina,1207,1314
georgetown,northtexas,georgetown vs. northtexas,1207,1317
georgetown,ohio,georgetown vs. ohio,1207,1325
georgetown,ohiost,georgetown vs. ohiost,1207,1326
georgetown,oklahoma,georgetown vs. oklahoma,1207,1328
georgetown,oklahomast,georgetown vs. oklahomast,1207,1329
georgetown,oralroberts,georgetown vs. oralroberts,1207,1331
georgetown,oregon,georgetown vs. oregon,1207,1332
georgetown,oregonst,georgetown vs. oregonst,1207,1333
georgetown,purdue,georgetown vs. purdue,1207,1345
georgetown,rutgers,georgetown vs. rutgers,1207,1353
georgetown,sandiegost,georgetown vs. sandiegost,1207,1361
georgetown,ucsantabarbara,georgetown vs. ucsantabarbara,1207,1364
georgetown,stbonaventure,georgetown vs. stbonaventure,1207,1382
georgetown,syracuse,georgetown vs. syracuse,1207,1393
georgetown,tennessee,georgetown vs. tennessee,1207,1397
georgetown,texas,georgetown vs. texas,1207,1400
georgetown,texastech,georgetown vs. texastech,1207,1403
georgetown,texassouthern,georgetown vs. texassouthern,1207,1411
georgetown,ucla,georgetown vs. ucla,1207,1417
georgetown,uncgreensboro,georgetown vs. uncgreensboro,1207,1422
georgetown,southerncalifornia,georgetown vs. southerncalifornia,1207,1425
georgetown,utahst,georgetown vs. utahst,1207,1429
georgetown,vcu,georgetown vs. vcu,1207,1433
georgetown,villanova,georgetown vs. villanova,1207,1437
georgetown,virginia,georgetown vs. virginia,1207,1438
georgetown,virginiatech,georgetown vs. virginiatech,1207,1439
georgetown,westvirginia,georgetown vs. westvirginia,1207,1452
georgetown,winthrop,georgetown vs. winthrop,1207,1457
georgetown,wisconsin,georgetown vs. wisconsin,1207,1458
georgiatech,moreheadst,georgiatech vs. moreheadst,1210,1287
georgiatech,norfolkst,georgiatech vs. norfolkst,1210,1313
georgiatech,northcarolina,georgiatech vs. northcarolina,1210,1314
georgiatech,northtexas,georgiatech vs. northtexas,1210,1317
georgiatech,ohio,georgiatech vs. ohio,1210,1325
georgiatech,ohiost,georgiatech vs. ohiost,1210,1326
georgiatech,oklahoma,georgiatech vs. oklahoma,1210,1328
georgiatech,oklahomast,georgiatech vs. oklahomast,1210,1329
georgiatech,oralroberts,georgiatech vs. oralroberts,1210,1331
georgiatech,oregon,georgiatech vs. oregon,1210,1332
georgiatech,oregonst,georgiatech vs. oregonst,1210,1333
georgiatech,purdue,georgiatech vs. purdue,1210,1345
georgiatech,rutgers,georgiatech vs. rutgers,1210,1353
georgiatech,sandiegost,georgiatech vs. sandiegost,1210,1361
georgiatech,ucsantabarbara,georgiatech vs. ucsantabarbara,1210,1364
georgiatech,stbonaventure,georgiatech vs. stbonaventure,1210,1382
georgiatech,syracuse,georgiatech vs. syracuse,1210,1393
georgiatech,tennessee,georgiatech vs. tennessee,1210,1397
georgiatech,texas,georgiatech vs. texas,1210,1400
georgiatech,texastech,georgiatech vs. texastech,1210,1403
georgiatech,texassouthern,georgiatech vs. texassouthern,1210,1411
georgiatech,ucla,georgiatech vs. ucla,1210,1417
georgiatech,uncgreensboro,georgiatech vs. uncgreensboro,1210,1422
georgiatech,southerncalifornia,georgiatech vs. southerncalifornia,1210,1425
georgiatech,utahst,georgiatech vs. utahst,1210,1429
georgiatech,vcu,georgiatech vs. vcu,1210,1433
georgiatech,villanova,georgiatech vs. villanova,1210,1437
georgiatech,virginia,georgiatech vs. virginia,1210,1438
georgiatech,virginiatech,georgiatech vs. virginiatech,1210,1439
georgiatech,westvirginia,georgiatech vs. westvirginia,1210,1452
georgiatech,winthrop,georgiatech vs. winthrop,1210,1457
georgiatech,wisconsin,georgiatech vs. wisconsin,1210,1458
gonzaga,moreheadst,gonzaga vs. moreheadst,1211,1287
gonzaga,norfolkst,gonzaga vs. norfolkst,1211,1313
gonzaga,northcarolina,gonzaga vs. northcarolina,1211,1314
gonzaga,northtexas,gonzaga vs. northtexas,1211,1317
gonzaga,ohio,gonzaga vs. ohio,1211,1325
gonzaga,ohiost,gonzaga vs. ohiost,1211,1326
gonzaga,oklahoma,gonzaga vs. oklahoma,1211,1328
gonzaga,oklahomast,gonzaga vs. oklahomast,1211,1329
gonzaga,oralroberts,gonzaga vs. oralroberts,1211,1331
gonzaga,oregon,gonzaga vs. oregon,1211,1332
gonzaga,oregonst,gonzaga vs. oregonst,1211,1333
gonzaga,purdue,gonzaga vs. purdue,1211,1345
gonzaga,rutgers,gonzaga vs. rutgers,1211,1353
gonzaga,sandiegost,gonzaga vs. sandiegost,1211,1361
gonzaga,ucsantabarbara,gonzaga vs. ucsantabarbara,1211,1364
gonzaga,stbonaventure,gonzaga vs. stbonaventure,1211,1382
gonzaga,syracuse,gonzaga vs. syracuse,1211,1393
gonzaga,tennessee,gonzaga vs. tennessee,1211,1397
gonzaga,texas,gonzaga vs. texas,1211,1400
gonzaga,texastech,gonzaga vs. texastech,1211,1403
gonzaga,texassouthern,gonzaga vs. texassouthern,1211,1411
gonzaga,ucla,gonzaga vs. ucla,1211,1417
gonzaga,uncgreensboro,gonzaga vs. uncgreensboro,1211,1422
gonzaga,southerncalifornia,gonzaga vs. southerncalifornia,1211,1425
gonzaga,utahst,gonzaga vs. utahst,1211,1429
gonzaga,vcu,gonzaga vs. vcu,1211,1433
gonzaga,villanova,gonzaga vs. villanova,1211,1437
gonzaga,virginia,gonzaga vs. virginia,1211,1438
gonzaga,virginiatech,gonzaga vs. virginiatech,1211,1439
gonzaga,westvirginia,gonzaga vs. westvirginia,1211,1452
gonzaga,winthrop,gonzaga vs. winthrop,1211,1457
gonzaga,wisconsin,gonzaga vs. wisconsin,1211,1458
grandcanyon,moreheadst,grandcanyon vs. moreheadst,1213,1287
grandcanyon,norfolkst,grandcanyon vs. norfolkst,1213,1313
grandcanyon,northcarolina,grandcanyon vs. northcarolina,1213,1314
grandcanyon,northtexas,grandcanyon vs. northtexas,1213,1317
grandcanyon,ohio,grandcanyon vs. ohio,1213,1325
grandcanyon,ohiost,grandcanyon vs. ohiost,1213,1326
grandcanyon,oklahoma,grandcanyon vs. oklahoma,1213,1328
grandcanyon,oklahomast,grandcanyon vs. oklahomast,1213,1329
grandcanyon,oralroberts,grandcanyon vs. oralroberts,1213,1331
grandcanyon,oregon,grandcanyon vs. oregon,1213,1332
grandcanyon,oregonst,grandcanyon vs. oregonst,1213,1333
grandcanyon,purdue,grandcanyon vs. purdue,1213,1345
grandcanyon,rutgers,grandcanyon vs. rutgers,1213,1353
grandcanyon,sandiegost,grandcanyon vs. sandiegost,1213,1361
grandcanyon,ucsantabarbara,grandcanyon vs. ucsantabarbara,1213,1364
grandcanyon,stbonaventure,grandcanyon vs. stbonaventure,1213,1382
grandcanyon,syracuse,grandcanyon vs. syracuse,1213,1393
grandcanyon,tennessee,grandcanyon vs. tennessee,1213,1397
grandcanyon,texas,grandcanyon vs. texas,1213,1400
grandcanyon,texastech,grandcanyon vs. texastech,1213,1403
grandcanyon,texassouthern,grandcanyon vs. texassouthern,1213,1411
grandcanyon,ucla,grandcanyon vs. ucla,1213,1417
grandcanyon,uncgreensboro,grandcanyon vs. uncgreensboro,1213,1422
grandcanyon,southerncalifornia,grandcanyon vs. southerncalifornia,1213,1425
grandcanyon,utahst,grandcanyon vs. utahst,1213,1429
grandcanyon,vcu,grandcanyon vs. vcu,1213,1433
grandcanyon,villanova,grandcanyon vs. villanova,1213,1437
grandcanyon,virginia,grandcanyon vs. virginia,1213,1438
grandcanyon,virginiatech,grandcanyon vs. virginiatech,1213,1439
grandcanyon,westvirginia,grandcanyon vs. westvirginia,1213,1452
grandcanyon,winthrop,grandcanyon vs. winthrop,1213,1457
grandcanyon,wisconsin,grandcanyon vs. wisconsin,1213,1458
hartford,moreheadst,hartford vs. moreheadst,1216,1287
hartford,norfolkst,hartford vs. norfolkst,1216,1313
hartford,northcarolina,hartford vs. northcarolina,1216,1314
hartford,northtexas,hartford vs. northtexas,1216,1317
hartford,ohio,hartford vs. ohio,1216,1325
hartford,ohiost,hartford vs. ohiost,1216,1326
hartford,oklahoma,hartford vs. oklahoma,1216,1328
hartford,oklahomast,hartford vs. oklahomast,1216,1329
hartford,oralroberts,hartford vs. oralroberts,1216,1331
hartford,oregon,hartford vs. oregon,1216,1332
hartford,oregonst,hartford vs. oregonst,1216,1333
hartford,purdue,hartford vs. purdue,1216,1345
hartford,rutgers,hartford vs. rutgers,1216,1353
hartford,sandiegost,hartford vs. sandiegost,1216,1361
hartford,ucsantabarbara,hartford vs. ucsantabarbara,1216,1364
hartford,stbonaventure,hartford vs. stbonaventure,1216,1382
hartford,syracuse,hartford vs. syracuse,1216,1393
hartford,tennessee,hartford vs. tennessee,1216,1397
hartford,texas,hartford vs. texas,1216,1400
hartford,texastech,hartford vs. texastech,1216,1403
hartford,texassouthern,hartford vs. texassouthern,1216,1411
hartford,ucla,hartford vs. ucla,1216,1417
hartford,uncgreensboro,hartford vs. uncgreensboro,1216,1422
hartford,southerncalifornia,hartford vs. southerncalifornia,1216,1425
hartford,utahst,hartford vs. utahst,1216,1429
hartford,vcu,hartford vs. vcu,1216,1433
hartford,villanova,hartford vs. villanova,1216,1437
hartford,virginia,hartford vs. virginia,1216,1438
hartford,virginiatech,hartford vs. virginiatech,1216,1439
hartford,westvirginia,hartford vs. westvirginia,1216,1452
hartford,winthrop,hartford vs. winthrop,1216,1457
hartford,wisconsin,hartford vs. wisconsin,1216,1458
houston,moreheadst,houston vs. moreheadst,1222,1287
houston,norfolkst,houston vs. norfolkst,1222,1313
houston,northcarolina,houston vs. northcarolina,1222,1314
houston,northtexas,houston vs. northtexas,1222,1317
houston,ohio,houston vs. ohio,1222,1325
houston,ohiost,houston vs. ohiost,1222,1326
houston,oklahoma,houston vs. oklahoma,1222,1328
houston,oklahomast,houston vs. oklahomast,1222,1329
houston,oralroberts,houston vs. oralroberts,1222,1331
houston,oregon,houston vs. oregon,1222,1332
houston,oregonst,houston vs. oregonst,1222,1333
houston,purdue,houston vs. purdue,1222,1345
houston,rutgers,houston vs. rutgers,1222,1353
houston,sandiegost,houston vs. sandiegost,1222,1361
houston,ucsantabarbara,houston vs. ucsantabarbara,1222,1364
houston,stbonaventure,houston vs. stbonaventure,1222,1382
houston,syracuse,houston vs. syracuse,1222,1393
houston,tennessee,houston vs. tennessee,1222,1397
houston,texas,houston vs. texas,1222,1400
houston,texastech,houston vs. texastech,1222,1403
houston,texassouthern,houston vs. texassouthern,1222,1411
houston,ucla,houston vs. ucla,1222,1417
houston,uncgreensboro,houston vs. uncgreensboro,1222,1422
houston,southerncalifornia,houston vs. southerncalifornia,1222,1425
houston,utahst,houston vs. utahst,1222,1429
houston,vcu,houston vs. vcu,1222,1433
houston,villanova,houston vs. villanova,1222,1437
houston,virginia,houston vs. virginia,1222,1438
houston,virginiatech,houston vs. virginiatech,1222,1439
houston,westvirginia,houston vs. westvirginia,1222,1452
houston,winthrop,houston vs. winthrop,1222,1457
houston,wisconsin,houston vs. wisconsin,1222,1458
illinois,moreheadst,illinois vs. moreheadst,1228,1287
illinois,norfolkst,illinois vs. norfolkst,1228,1313
illinois,northcarolina,illinois vs. northcarolina,1228,1314
illinois,northtexas,illinois vs. northtexas,1228,1317
illinois,ohio,illinois vs. ohio,1228,1325
illinois,ohiost,illinois vs. ohiost,1228,1326
illinois,oklahoma,illinois vs. oklahoma,1228,1328
illinois,oklahomast,illinois vs. oklahomast,1228,1329
illinois,oralroberts,illinois vs. oralroberts,1228,1331
illinois,oregon,illinois vs. oregon,1228,1332
illinois,oregonst,illinois vs. oregonst,1228,1333
illinois,purdue,illinois vs. purdue,1228,1345
illinois,rutgers,illinois vs. rutgers,1228,1353
illinois,sandiegost,illinois vs. sandiegost,1228,1361
illinois,ucsantabarbara,illinois vs. ucsantabarbara,1228,1364
illinois,stbonaventure,illinois vs. stbonaventure,1228,1382
illinois,syracuse,illinois vs. syracuse,1228,1393
illinois,tennessee,illinois vs. tennessee,1228,1397
illinois,texas,illinois vs. texas,1228,1400
illinois,texastech,illinois vs. texastech,1228,1403
illinois,texassouthern,illinois vs. texassouthern,1228,1411
illinois,ucla,illinois vs. ucla,1228,1417
illinois,uncgreensboro,illinois vs. uncgreensboro,1228,1422
illinois,southerncalifornia,illinois vs. southerncalifornia,1228,1425
illinois,utahst,illinois vs. utahst,1228,1429
illinois,vcu,illinois vs. vcu,1228,1433
illinois,villanova,illinois vs. villanova,1228,1437
illinois,virginia,illinois vs. virginia,1228,1438
illinois,virginiatech,illinois vs. virginiatech,1228,1439
illinois,westvirginia,illinois vs. westvirginia,1228,1452
illinois,winthrop,illinois vs. winthrop,1228,1457
illinois,wisconsin,illinois vs. wisconsin,1228,1458
iona,moreheadst,iona vs. moreheadst,1233,1287
iona,norfolkst,iona vs. norfolkst,1233,1313
iona,northcarolina,iona vs. northcarolina,1233,1314
iona,northtexas,iona vs. northtexas,1233,1317
iona,ohio,iona vs. ohio,1233,1325
iona,ohiost,iona vs. ohiost,1233,1326
iona,oklahoma,iona vs. oklahoma,1233,1328
iona,oklahomast,iona vs. oklahomast,1233,1329
iona,oralroberts,iona vs. oralroberts,1233,1331
iona,oregon,iona vs. oregon,1233,1332
iona,oregonst,iona vs. oregonst,1233,1333
iona,purdue,iona vs. purdue,1233,1345
iona,rutgers,iona vs. rutgers,1233,1353
iona,sandiegost,iona vs. sandiegost,1233,1361
iona,ucsantabarbara,iona vs. ucsantabarbara,1233,1364
iona,stbonaventure,iona vs. stbonaventure,1233,1382
iona,syracuse,iona vs. syracuse,1233,1393
iona,tennessee,iona vs. tennessee,1233,1397
iona,texas,iona vs. texas,1233,1400
iona,texastech,iona vs. texastech,1233,1403
iona,texassouthern,iona vs. texassouthern,1233,1411
iona,ucla,iona vs. ucla,1233,1417
iona,uncgreensboro,iona vs. uncgreensboro,1233,1422
iona,southerncalifornia,iona vs. southerncalifornia,1233,1425
iona,utahst,iona vs. utahst,1233,1429
iona,vcu,iona vs. vcu,1233,1433
iona,villanova,iona vs. villanova,1233,1437
iona,virginia,iona vs. virginia,1233,1438
iona,virginiatech,iona vs. virginiatech,1233,1439
iona,westvirginia,iona vs. westvirginia,1233,1452
iona,winthrop,iona vs. winthrop,1233,1457
iona,wisconsin,iona vs. wisconsin,1233,1458
iowa,moreheadst,iowa vs. moreheadst,1234,1287
iowa,norfolkst,iowa vs. norfolkst,1234,1313
iowa,northcarolina,iowa vs. northcarolina,1234,1314
iowa,northtexas,iowa vs. northtexas,1234,1317
iowa,ohio,iowa vs. ohio,1234,1325
iowa,ohiost,iowa vs. ohiost,1234,1326
iowa,oklahoma,iowa vs. oklahoma,1234,1328
iowa,oklahomast,iowa vs. oklahomast,1234,1329
iowa,oralroberts,iowa vs. oralroberts,1234,1331
iowa,oregon,iowa vs. oregon,1234,1332
iowa,oregonst,iowa vs. oregonst,1234,1333
iowa,purdue,iowa vs. purdue,1234,1345
iowa,rutgers,iowa vs. rutgers,1234,1353
iowa,sandiegost,iowa vs. sandiegost,1234,1361
iowa,ucsantabarbara,iowa vs. ucsantabarbara,1234,1364
iowa,stbonaventure,iowa vs. stbonaventure,1234,1382
iowa,syracuse,iowa vs. syracuse,1234,1393
iowa,tennessee,iowa vs. tennessee,1234,1397
iowa,texas,iowa vs. texas,1234,1400
iowa,texastech,iowa vs. texastech,1234,1403
iowa,texassouthern,iowa vs. texassouthern,1234,1411
iowa,ucla,iowa vs. ucla,1234,1417
iowa,uncgreensboro,iowa vs. uncgreensboro,1234,1422
iowa,southerncalifornia,iowa vs. southerncalifornia,1234,1425
iowa,utahst,iowa vs. utahst,1234,1429
iowa,vcu,iowa vs. vcu,1234,1433
iowa,villanova,iowa vs. villanova,1234,1437
iowa,virginia,iowa vs. virginia,1234,1438
iowa,virginiatech,iowa vs. virginiatech,1234,1439
iowa,westvirginia,iowa vs. westvirginia,1234,1452
iowa,winthrop,iowa vs. winthrop,1234,1457
iowa,wisconsin,iowa vs. wisconsin,1234,1458
kansas,moreheadst,kansas vs. moreheadst,1242,1287
kansas,norfolkst,kansas vs. norfolkst,1242,1313
kansas,northcarolina,kansas vs. northcarolina,1242,1314
kansas,northtexas,kansas vs. northtexas,1242,1317
kansas,ohio,kansas vs. ohio,1242,1325
kansas,ohiost,kansas vs. ohiost,1242,1326
kansas,oklahoma,kansas vs. oklahoma,1242,1328
kansas,oklahomast,kansas vs. oklahomast,1242,1329
kansas,oralroberts,kansas vs. oralroberts,1242,1331
kansas,oregon,kansas vs. oregon,1242,1332
kansas,oregonst,kansas vs. oregonst,1242,1333
kansas,purdue,kansas vs. purdue,1242,1345
kansas,rutgers,kansas vs. rutgers,1242,1353
kansas,sandiegost,kansas vs. sandiegost,1242,1361
kansas,ucsantabarbara,kansas vs. ucsantabarbara,1242,1364
kansas,stbonaventure,kansas vs. stbonaventure,1242,1382
kansas,syracuse,kansas vs. syracuse,1242,1393
kansas,tennessee,kansas vs. tennessee,1242,1397
kansas,texas,kansas vs. texas,1242,1400
kansas,texastech,kansas vs. texastech,1242,1403
kansas,texassouthern,kansas vs. texassouthern,1242,1411
kansas,ucla,kansas vs. ucla,1242,1417
kansas,uncgreensboro,kansas vs. uncgreensboro,1242,1422
kansas,southerncalifornia,kansas vs. southerncalifornia,1242,1425
kansas,utahst,kansas vs. utahst,1242,1429
kansas,vcu,kansas vs. vcu,1242,1433
kansas,villanova,kansas vs. villanova,1242,1437
kansas,virginia,kansas vs. virginia,1242,1438
kansas,virginiatech,kansas vs. virginiatech,1242,1439
kansas,westvirginia,kansas vs. westvirginia,1242,1452
kansas,winthrop,kansas vs. winthrop,1242,1457
kansas,wisconsin,kansas vs. wisconsin,1242,1458
liberty,moreheadst,liberty vs. moreheadst,1251,1287
liberty,norfolkst,liberty vs. norfolkst,1251,1313
liberty,northcarolina,liberty vs. northcarolina,1251,1314
liberty,northtexas,liberty vs. northtexas,1251,1317
liberty,ohio,liberty vs. ohio,1251,1325
liberty,ohiost,liberty vs. ohiost,1251,1326
liberty,oklahoma,liberty vs. oklahoma,1251,1328
liberty,oklahomast,liberty vs. oklahomast,1251,1329
liberty,oralroberts,liberty vs. oralroberts,1251,1331
liberty,oregon,liberty vs. oregon,1251,1332
liberty,oregonst,liberty vs. oregonst,1251,1333
liberty,purdue,liberty vs. purdue,1251,1345
liberty,rutgers,liberty vs. rutgers,1251,1353
liberty,sandiegost,liberty vs. sandiegost,1251,1361
liberty,ucsantabarbara,liberty vs. ucsantabarbara,1251,1364
liberty,stbonaventure,liberty vs. stbonaventure,1251,1382
liberty,syracuse,liberty vs. syracuse,1251,1393
liberty,tennessee,liberty vs. tennessee,1251,1397
liberty,texas,liberty vs. texas,1251,1400
liberty,texastech,liberty vs. texastech,1251,1403
liberty,texassouthern,liberty vs. texassouthern,1251,1411
liberty,ucla,liberty vs. ucla,1251,1417
liberty,uncgreensboro,liberty vs. uncgreensboro,1251,1422
liberty,southerncalifornia,liberty vs. southerncalifornia,1251,1425
liberty,utahst,liberty vs. utahst,1251,1429
liberty,vcu,liberty vs. vcu,1251,1433
liberty,villanova,liberty vs. villanova,1251,1437
liberty,virginia,liberty vs. virginia,1251,1438
liberty,virginiatech,liberty vs. virginiatech,1251,1439
liberty,westvirginia,liberty vs. westvirginia,1251,1452
liberty,winthrop,liberty vs. winthrop,1251,1457
liberty,wisconsin,liberty vs. wisconsin,1251,1458
loyolachicago,moreheadst,loyolachicago vs. moreheadst,1260,1287
loyolachicago,norfolkst,loyolachicago vs. norfolkst,1260,1313
loyolachicago,northcarolina,loyolachicago vs. northcarolina,1260,1314
loyolachicago,northtexas,loyolachicago vs. northtexas,1260,1317
loyolachicago,ohio,loyolachicago vs. ohio,1260,1325
loyolachicago,ohiost,loyolachicago vs. ohiost,1260,1326
loyolachicago,oklahoma,loyolachicago vs. oklahoma,1260,1328
loyolachicago,oklahomast,loyolachicago vs. oklahomast,1260,1329
loyolachicago,oralroberts,loyolachicago vs. oralroberts,1260,1331
loyolachicago,oregon,loyolachicago vs. oregon,1260,1332
loyolachicago,oregonst,loyolachicago vs. oregonst,1260,1333
loyolachicago,purdue,loyolachicago vs. purdue,1260,1345
loyolachicago,rutgers,loyolachicago vs. rutgers,1260,1353
loyolachicago,sandiegost,loyolachicago vs. sandiegost,1260,1361
loyolachicago,ucsantabarbara,loyolachicago vs. ucsantabarbara,1260,1364
loyolachicago,stbonaventure,loyolachicago vs. stbonaventure,1260,1382
loyolachicago,syracuse,loyolachicago vs. syracuse,1260,1393
loyolachicago,tennessee,loyolachicago vs. tennessee,1260,1397
loyolachicago,texas,loyolachicago vs. texas,1260,1400
loyolachicago,texastech,loyolachicago vs. texastech,1260,1403
loyolachicago,texassouthern,loyolachicago vs. texassouthern,1260,1411
loyolachicago,ucla,loyolachicago vs. ucla,1260,1417
loyolachicago,uncgreensboro,loyolachicago vs. uncgreensboro,1260,1422
loyolachicago,southerncalifornia,loyolachicago vs. southerncalifornia,1260,1425
loyolachicago,utahst,loyolachicago vs. utahst,1260,1429
loyolachicago,vcu,loyolachicago vs. vcu,1260,1433
loyolachicago,villanova,loyolachicago vs. villanova,1260,1437
loyolachicago,virginia,loyolachicago vs. virginia,1260,1438
loyolachicago,virginiatech,loyolachicago vs. virginiatech,1260,1439
loyolachicago,westvirginia,loyolachicago vs. westvirginia,1260,1452
loyolachicago,winthrop,loyolachicago vs. winthrop,1260,1457
loyolachicago,wisconsin,loyolachicago vs. wisconsin,1260,1458
lsu,moreheadst,lsu vs. moreheadst,1261,1287
lsu,norfolkst,lsu vs. norfolkst,1261,1313
lsu,northcarolina,lsu vs. northcarolina,1261,1314
lsu,northtexas,lsu vs. northtexas,1261,1317
lsu,ohio,lsu vs. ohio,1261,1325
lsu,ohiost,lsu vs. ohiost,1261,1326
lsu,oklahoma,lsu vs. oklahoma,1261,1328
lsu,oklahomast,lsu vs. oklahomast,1261,1329
lsu,oralroberts,lsu vs. oralroberts,1261,1331
lsu,oregon,lsu vs. oregon,1261,1332
lsu,oregonst,lsu vs. oregonst,1261,1333
lsu,purdue,lsu vs. purdue,1261,1345
lsu,rutgers,lsu vs. rutgers,1261,1353
lsu,sandiegost,lsu vs. sandiegost,1261,1361
lsu,ucsantabarbara,lsu vs. ucsantabarbara,1261,1364
lsu,stbonaventure,lsu vs. stbonaventure,1261,1382
lsu,syracuse,lsu vs. syracuse,1261,1393
lsu,tennessee,lsu vs. tennessee,1261,1397
lsu,texas,lsu vs. texas,1261,1400
lsu,texastech,lsu vs. texastech,1261,1403
lsu,texassouthern,lsu vs. texassouthern,1261,1411
lsu,ucla,lsu vs. ucla,1261,1417
lsu,uncgreensboro,lsu vs. uncgreensboro,1261,1422
lsu,southerncalifornia,lsu vs. southerncalifornia,1261,1425
lsu,utahst,lsu vs. utahst,1261,1429
lsu,vcu,lsu vs. vcu,1261,1433
lsu,villanova,lsu vs. villanova,1261,1437
lsu,virginia,lsu vs. virginia,1261,1438
lsu,virginiatech,lsu vs. virginiatech,1261,1439
lsu,westvirginia,lsu vs. westvirginia,1261,1452
lsu,winthrop,lsu vs. winthrop,1261,1457
lsu,wisconsin,lsu vs. wisconsin,1261,1458
maryland,moreheadst,maryland vs. moreheadst,1268,1287
maryland,norfolkst,maryland vs. norfolkst,1268,1313
maryland,northcarolina,maryland vs. northcarolina,1268,1314
maryland,northtexas,maryland vs. northtexas,1268,1317
maryland,ohio,maryland vs. ohio,1268,1325
maryland,ohiost,maryland vs. ohiost,1268,1326
maryland,oklahoma,maryland vs. oklahoma,1268,1328
maryland,oklahomast,maryland vs. oklahomast,1268,1329
maryland,oralroberts,maryland vs. oralroberts,1268,1331
maryland,oregon,maryland vs. oregon,1268,1332
maryland,oregonst,maryland vs. oregonst,1268,1333
maryland,purdue,maryland vs. purdue,1268,1345
maryland,rutgers,maryland vs. rutgers,1268,1353
maryland,sandiegost,maryland vs. sandiegost,1268,1361
maryland,ucsantabarbara,maryland vs. ucsantabarbara,1268,1364
maryland,stbonaventure,maryland vs. stbonaventure,1268,1382
maryland,syracuse,maryland vs. syracuse,1268,1393
maryland,tennessee,maryland vs. tennessee,1268,1397
maryland,texas,maryland vs. texas,1268,1400
maryland,texastech,maryland vs. texastech,1268,1403
maryland,texassouthern,maryland vs. texassouthern,1268,1411
maryland,ucla,maryland vs. ucla,1268,1417
maryland,uncgreensboro,maryland vs. uncgreensboro,1268,1422
maryland,southerncalifornia,maryland vs. southerncalifornia,1268,1425
maryland,utahst,maryland vs. utahst,1268,1429
maryland,vcu,maryland vs. vcu,1268,1433
maryland,villanova,maryland vs. villanova,1268,1437
maryland,virginia,maryland vs. virginia,1268,1438
maryland,virginiatech,maryland vs. virginiatech,1268,1439
maryland,westvirginia,maryland vs. westvirginia,1268,1452
maryland,winthrop,maryland vs. winthrop,1268,1457
maryland,wisconsin,maryland vs. wisconsin,1268,1458
michigan,moreheadst,michigan vs. moreheadst,1276,1287
michigan,norfolkst,michigan vs. norfolkst,1276,1313
michigan,northcarolina,michigan vs. northcarolina,1276,1314
michigan,northtexas,michigan vs. northtexas,1276,1317
michigan,ohio,michigan vs. ohio,1276,1325
michigan,ohiost,michigan vs. ohiost,1276,1326
michigan,oklahoma,michigan vs. oklahoma,1276,1328
michigan,oklahomast,michigan vs. oklahomast,1276,1329
michigan,oralroberts,michigan vs. oralroberts,1276,1331
michigan,oregon,michigan vs. oregon,1276,1332
michigan,oregonst,michigan vs. oregonst,1276,1333
michigan,purdue,michigan vs. purdue,1276,1345
michigan,rutgers,michigan vs. rutgers,1276,1353
michigan,sandiegost,michigan vs. sandiegost,1276,1361
michigan,ucsantabarbara,michigan vs. ucsantabarbara,1276,1364
michigan,stbonaventure,michigan vs. stbonaventure,1276,1382
michigan,syracuse,michigan vs. syracuse,1276,1393
michigan,tennessee,michigan vs. tennessee,1276,1397
michigan,texas,michigan vs. texas,1276,1400
michigan,texastech,michigan vs. texastech,1276,1403
michigan,texassouthern,michigan vs. texassouthern,1276,1411
michigan,ucla,michigan vs. ucla,1276,1417
michigan,uncgreensboro,michigan vs. uncgreensboro,1276,1422
michigan,southerncalifornia,michigan vs. southerncalifornia,1276,1425
michigan,utahst,michigan vs. utahst,1276,1429
michigan,vcu,michigan vs. vcu,1276,1433
michigan,villanova,michigan vs. villanova,1276,1437
michigan,virginia,michigan vs. virginia,1276,1438
michigan,virginiatech,michigan vs. virginiatech,1276,1439
michigan,westvirginia,michigan vs. westvirginia,1276,1452
michigan,winthrop,michigan vs. winthrop,1276,1457
michigan,wisconsin,michigan vs. wisconsin,1276,1458
missouri,moreheadst,missouri vs. moreheadst,1281,1287
missouri,norfolkst,missouri vs. norfolkst,1281,1313
missouri,northcarolina,missouri vs. northcarolina,1281,1314
missouri,northtexas,missouri vs. northtexas,1281,1317
missouri,ohio,missouri vs. ohio,1281,1325
missouri,ohiost,missouri vs. ohiost,1281,1326
missouri,oklahoma,missouri vs. oklahoma,1281,1328
missouri,oklahomast,missouri vs. oklahomast,1281,1329
missouri,oralroberts,missouri vs. oralroberts,1281,1331
missouri,oregon,missouri vs. oregon,1281,1332
missouri,oregonst,missouri vs. oregonst,1281,1333
missouri,purdue,missouri vs. purdue,1281,1345
missouri,rutgers,missouri vs. rutgers,1281,1353
missouri,sandiegost,missouri vs. sandiegost,1281,1361
missouri,ucsantabarbara,missouri vs. ucsantabarbara,1281,1364
missouri,stbonaventure,missouri vs. stbonaventure,1281,1382
missouri,syracuse,missouri vs. syracuse,1281,1393
missouri,tennessee,missouri vs. tennessee,1281,1397
missouri,texas,missouri vs. texas,1281,1400
missouri,texastech,missouri vs. texastech,1281,1403
missouri,texassouthern,missouri vs. texassouthern,1281,1411
