team,season,id,x3fg,x3fga,apg,ast,bkpg,blks,fg_percent,fga,fgm,ft,fta,ft_percent,gm,l,w_l,pct,rank,reb,rpg,st,to,w,TeamNameSpelling,TeamID,ConfAbbrev
arkansasst,2019,se_data/se_2019,237,709,11.3,363,4.3,139,41.8,1904,796,530,721,73.5,32,19,13-19,40.6,81,1211,37.84,183,450,13,arkansas-st,1117,sun_belt
bryant,2019,se_data/se_2019,230,708,10.6,319,2.6,78,42.2,1681,709,440,618,71.2,30,20,10-20,33.3,157,969,32.3,158,385,10,bryant,1136,nec
maryland,2019,se_data/se_2019,247,707,13.1,447,4.8,163,44.9,1909,858,466,627,74.3,34,11,23-11,67.6,53,1336,39.29,148,439,23,maryland,1268,big_ten
prairieview,2019,se_data/se_2019,225,703,12.7,445,1.6,55,43.8,2061,903,596,875,68.1,35,13,22-13,62.9,270,1152,32.91,309,445,22,prairie view,1341,swac
prairieview,2019,se_data/se_2019,225,703,12.7,445,1.6,55,43.8,2061,903,596,875,68.1,35,13,22-13,62.9,270,1152,32.91,309,445,22,prairie-view,1341,swac
depaul,2019,se_data/se_2019,241,703,14.3,513,3.3,117,47.1,2143,1009,562,773,72.7,36,17,19-17,52.8,103,1346,37.39,227,489,19,depaul,1177,big_east
austinpeay,2019,se_data/se_2019,268,702,13.8,454,3.3,110,47.2,2060,973,498,705,70.6,33,11,22-11,66.7,170,1223,37.06,252,392,22,austin peay,1122,ovc
austinpeay,2019,se_data/se_2019,268,702,13.8,454,3.3,110,47.2,2060,973,498,705,70.6,33,11,22-11,66.7,170,1223,37.06,252,392,22,austin-peay,1122,ovc
troy,2019,se_data/se_2019,236,701,13.1,392,4.5,134,45,1719,773,397,550,72.2,30,18,12-18,40,121,1022,34.07,171,407,12,troy,1407,sun_belt
ucirvine,2019,se_data/se_2019,252,701,13,482,4.2,155,45.7,2159,987,449,640,70.2,37,6,31-6,83.8,193,1478,39.95,210,441,31,uc irvine,1414,big_west
ucirvine,2019,se_data/se_2019,252,701,13,482,4.2,155,45.7,2159,987,449,640,70.2,37,6,31-6,83.8,193,1478,39.95,210,441,31,uc-irvine,1414,big_west
arizona,2019,se_data/se_2019,235,699,12.4,398,2.3,73,42.7,1861,794,446,620,71.9,32,15,17-15,53.1,133,1115,34.84,165,371,17,arizona,1112,pac_twelve
southeasternla,2019,se_data/se_2019,235,696,13.7,452,2.4,80,44.1,1735,765,459,640,71.7,33,16,17-16,51.5,139,1117,33.85,215,536,17,southeastern la.,1368,southland
southeasternla,2019,se_data/se_2019,235,696,13.7,452,2.4,80,44.1,1735,765,459,640,71.7,33,16,17-16,51.5,139,1117,33.85,215,536,17,southeastern-la,1368,southland
iupui,2019,se_data/se_2019,234,695,14.3,471,3.1,103,45.2,1970,891,491,699,70.2,33,17,16-17,48.5,188,1234,37.39,228,462,16,iupui,1237,horizon
uab,2019,se_data/se_2019,234,694,11.5,401,2.3,82,45.2,2003,906,424,630,67.3,35,15,20-15,57.1,296,1281,36.6,218,399,20,uab,1412,cusa
nccentral,2019,se_data/se_2019,221,693,15.5,526,2.7,93,45.5,1922,874,460,641,71.8,34,16,18-16,52.9,138,1271,37.38,207,516,18,n.c. central,1300,meac
nccentral,2019,se_data/se_2019,221,693,15.5,526,2.7,93,45.5,1922,874,460,641,71.8,34,16,18-16,52.9,138,1271,37.38,207,516,18,nc central,1300,meac
nccentral,2019,se_data/se_2019,221,693,15.5,526,2.7,93,45.5,1922,874,460,641,71.8,34,16,18-16,52.9,138,1271,37.38,207,516,18,nc-central,1300,meac
pennst,2019,se_data/se_2019,222,693,12.2,389,3.8,122,41.7,1898,791,425,613,69.3,32,18,14-18,43.8,217,1172,36.63,245,399,14,penn st,1336,big_ten
pennst,2019,se_data/se_2019,222,693,12.2,389,3.8,122,41.7,1898,791,425,613,69.3,32,18,14-18,43.8,217,1172,36.63,245,399,14,penn st.,1336,big_ten
pennst,2019,se_data/se_2019,222,693,12.2,389,3.8,122,41.7,1898,791,425,613,69.3,32,18,14-18,43.8,217,1172,36.63,245,399,14,penn-st,1336,big_ten
milwaukee,2019,se_data/se_2019,237,692,11.5,356,3,94,42,1820,765,379,508,74.6,31,22,9-22,29,42,1096,35.35,145,382,9,milwaukee,1454,horizon
providence,2019,se_data/se_2019,225,690,14.4,491,4,136,42.3,1973,835,533,771,69.1,34,16,18-16,52.9,231,1235,36.32,253,445,18,providence,1344,big_east
calpoly,2019,se_data/se_2019,225,687,10.4,301,3.4,99,41.2,1715,706,293,452,64.8,29,23,6-23,20.7,330,975,33.62,147,334,6,cal poly,1142,big_west
calpoly,2019,se_data/se_2019,225,687,10.4,301,3.4,99,41.2,1715,706,293,452,64.8,29,23,6-23,20.7,330,975,33.62,147,334,6,cal-poly,1142,big_west
samford,2019,se_data/se_2019,254,687,14,461,3.8,127,47.2,1951,921,487,666,73.1,33,16,17-16,51.5,92,1225,37.12,238,463,17,samford,1359,southern
uncasheville,2019,se_data/se_2019,223,687,10.7,331,2.8,86,40.3,1627,655,324,437,74.1,31,27,4-27,12.9,65,931,30.03,196,457,4,unc asheville,1421,big_south
uncasheville,2019,se_data/se_2019,223,687,10.7,331,2.8,86,40.3,1627,655,324,437,74.1,31,27,4-27,12.9,65,931,30.03,196,457,4,unc-asheville,1421,big_south
bostoncollege,2019,se_data/se_2019,218,687,12.3,382,3.3,103,42.5,1808,768,442,633,69.8,31,17,14-17,45.2,202,1139,36.74,159,379,14,boston college,1130,acc
bostoncollege,2019,se_data/se_2019,218,687,12.3,382,3.3,103,42.5,1808,768,442,633,69.8,31,17,14-17,45.2,202,1139,36.74,159,379,14,boston-college,1130,acc
weberst,2019,se_data/se_2019,249,684,11.6,383,4.2,140,47.6,1934,920,528,708,74.6,33,15,18-15,54.5,43,1176,35.64,179,386,18,weber st,1451,big_sky
weberst,2019,se_data/se_2019,249,684,11.6,383,4.2,140,47.6,1934,920,528,708,74.6,33,15,18-15,54.5,43,1176,35.64,179,386,18,weber st.,1451,big_sky
weberst,2019,se_data/se_2019,249,684,11.6,383,4.2,140,47.6,1934,920,528,708,74.6,33,15,18-15,54.5,43,1176,35.64,179,386,18,weber-st,1451,big_sky
byu,2019,se_data/se_2019,226,684,15.1,482,3.3,107,46.8,1878,878,545,750,72.7,32,13,19-13,59.4,105,1118,34.94,203,355,19,byu,1140,wcc
stetson,2019,se_data/se_2019,215,684,13.5,418,3,94,40.5,1962,794,348,503,69.2,31,24,7-24,22.6,228,1110,35.81,210,397,7,stetson,1391,a_sun
csubakersfield,2019,se_data/se_2019,221,683,11.1,379,3.1,105,42.4,2092,887,417,620,67.3,34,16,18-16,52.9,298,1272,37.41,218,439,18,csu bakersfield,1167,wac
csubakersfield,2019,se_data/se_2019,221,683,11.1,379,3.1,105,42.4,2092,887,417,620,67.3,34,16,18-16,52.9,298,1272,37.41,218,439,18,csu-bakersfield,1167,wac
sacredheart,2019,se_data/se_2019,243,681,14.7,471,4.2,133,46,1926,885,545,722,75.5,32,17,15-17,46.9,25,1231,38.47,170,465,15,sacred heart,1357,nec
sacredheart,2019,se_data/se_2019,243,681,14.7,471,4.2,133,46,1926,885,545,722,75.5,32,17,15-17,46.9,25,1231,38.47,170,465,15,sacred-heart,1357,nec
pittsburgh,2019,se_data/se_2019,225,680,11.7,387,3.8,126,41.8,1841,769,543,779,69.7,33,19,14-19,42.4,206,1210,36.67,227,448,14,pittsburgh,1338,acc
lehigh,2019,se_data/se_2019,287,679,15.2,471,2.3,71,48.2,1775,856,480,620,77.4,31,11,20-11,64.5,11,1105,35.65,171,419,20,lehigh,1250,patriot
princeton,2019,se_data/se_2019,207,679,10.5,295,2.6,72,41.1,1666,685,371,502,73.9,28,12,16-12,57.1,69,1016,36.29,168,354,16,princeton,1343,ivy
idaho,2019,se_data/se_2019,251,678,12.5,399,1.7,53,44.1,1764,778,367,507,72.4,32,27,5-27,15.6,114,1059,33.09,130,433,5,idaho,1225,big_sky
indiana,2019,se_data/se_2019,211,676,13.4,469,4.4,154,45.7,2009,919,455,695,65.5,35,16,19-16,54.3,327,1272,36.34,226,433,19,indiana,1231,big_ten
saintlouis,2019,se_data/se_2019,205,675,12.8,460,4.1,146,41.7,2052,855,484,809,59.8,36,13,23-13,63.9,350,1427,39.64,254,463,23,saint louis,1387,a_ten
saintlouis,2019,se_data/se_2019,205,675,12.8,460,4.1,146,41.7,2052,855,484,809,59.8,36,13,23-13,63.9,350,1427,39.64,254,463,23,saint-louis,1387,a_ten
saintlouis,2019,se_data/se_2019,205,675,12.8,460,4.1,146,41.7,2052,855,484,809,59.8,36,13,23-13,63.9,350,1427,39.64,254,463,23,saintlouis,1387,a_ten
marist,2019,se_data/se_2019,245,675,12.2,377,1.7,53,44.9,1647,739,363,530,68.5,31,19,12-19,38.7,254,967,31.19,172,388,12,marist,1265,maac
alabamast,2019,se_data/se_2019,216,673,10.1,313,3.3,102,40.4,1764,712,446,684,65.2,31,19,12-19,38.7,328,1095,35.32,203,451,12,alabama st,1106,swac
alabamast,2019,se_data/se_2019,216,673,10.1,313,3.3,102,40.4,1764,712,446,684,65.2,31,19,12-19,38.7,328,1095,35.32,203,451,12,alabama st.,1106,swac
alabamast,2019,se_data/se_2019,216,673,10.1,313,3.3,102,40.4,1764,712,446,684,65.2,31,19,12-19,38.7,328,1095,35.32,203,451,12,alabama-st,1106,swac
cincinnati,2019,se_data/se_2019,232,673,13.3,466,4.4,155,43.2,2018,872,534,758,70.4,35,7,28-7,80,180,1264,36.11,214,365,28,cincinnati,1153,aac
fairleighdickinson,2019,se_data/se_2019,269,672,13.9,486,3.8,132,47.5,1939,921,509,702,72.5,35,14,21-14,60,111,1155,33,261,479,21,fairleigh dickinson,1192,nec
fairleighdickinson,2019,se_data/se_2019,269,672,13.9,486,3.8,132,47.5,1939,921,509,702,72.5,35,14,21-14,60,111,1155,33,261,479,21,fairleigh-dickinson,1192,nec
wisconsin,2019,se_data/se_2019,241,672,12.6,430,4.1,140,44.9,1945,874,344,531,64.8,34,11,23-11,67.6,332,1197,35.21,177,328,23,wisconsin,1458,big_ten
jamesmadison,2019,se_data/se_2019,243,670,12.2,403,3.1,101,44.2,1859,821,437,607,72,33,19,14-19,42.4,131,1123,34.03,211,420,14,james madison,1241,caa
jamesmadison,2019,se_data/se_2019,243,670,12.2,403,3.1,101,44.2,1859,821,437,607,72,33,19,14-19,42.4,131,1123,34.03,211,420,14,james-madison,1241,caa
saintmarys,2019,se_data/se_2019,253,670,10,341,2.6,87,47.2,1905,899,412,555,74.2,34,12,22-12,64.7,58,1179,34.68,201,357,22,saint mary's,1388,wcc
saintmarys,2019,se_data/se_2019,253,670,10,341,2.6,87,47.2,1905,899,412,555,74.2,34,12,22-12,64.7,58,1179,34.68,201,357,22,saint-marys,1388,wcc
holycross,2019,se_data/se_2019,237,670,15.5,513,3.8,127,46.2,1834,848,283,424,66.7,33,17,16-17,48.5,309,916,27.76,241,350,16,holy cross,1221,patriot
holycross,2019,se_data/se_2019,237,670,15.5,513,3.8,127,46.2,1834,848,283,424,66.7,33,17,16-17,48.5,309,916,27.76,241,350,16,holy-cross,1221,patriot
tulane,2019,se_data/se_2019,213,670,14.3,444,3.5,109,41.1,1784,733,403,585,68.9,31,27,4-27,12.9,238,1128,36.39,147,469,4,tulane,1408,aac
howard,2019,se_data/se_2019,244,669,13.6,463,4.2,144,43.3,2163,937,566,780,72.6,34,17,17-17,50,107,1253,36.85,198,427,17,howard,1224,meac
drexel,2019,se_data/se_2019,237,669,14.5,464,1.9,62,46,1900,874,440,584,75.3,32,19,13-19,40.6,28,1126,35.19,144,376,13,drexel,1180,caa
colofcharleston,2019,se_data/se_2019,227,667,11.7,387,2.3,76,48.3,1818,878,470,615,76.4,33,9,24-9,72.7,15,1059,32.09,216,347,24,col-of-charleston,1158,caa
colofcharleston,2019,se_data/se_2019,227,667,11.7,387,2.3,76,48.3,1818,878,470,615,76.4,33,9,24-9,72.7,15,1059,32.09,216,347,24,col. of charleston,1158,caa
southdakota,2019,se_data/se_2019,227,666,12.7,382,2.3,68,43.8,1664,729,433,585,74,30,17,13-17,43.3,67,943,31.43,165,324,13,south dakota,1377,summit
southdakota,2019,se_data/se_2019,227,666,12.7,382,2.3,68,43.8,1664,729,433,585,74,30,17,13-17,43.3,67,943,31.43,165,324,13,south-dakota,1377,summit
siue,2019,se_data/se_2019,201,665,12.3,382,2.3,70,41.8,1898,794,476,677,70.3,31,21,10-21,32.3,183,1082,34.9,198,438,10,siue,1188,ovc
portland,2019,se_data/se_2019,216,664,11.5,369,3.8,123,41.4,1708,707,448,668,67.1,32,25,7-25,21.9,301,1032,32.25,176,425,7,portland,1339,wcc
lamaruniversity,2019,se_data/se_2019,228,664,14.6,481,2.9,97,45.6,1976,902,565,823,68.7,33,13,20-13,60.6,246,1282,38.85,283,473,20,lamar university,1249,southland
lamaruniversity,2019,se_data/se_2019,228,664,14.6,481,2.9,97,45.6,1976,902,565,823,68.7,33,13,20-13,60.6,246,1282,38.85,283,473,20,lamar-university,1249,southland
mercer,2019,se_data/se_2019,228,663,12.7,393,2.6,80,45.1,1746,787,446,648,68.8,31,20,11-20,35.5,242,1059,34.16,207,408,11,mercer,1273,southern
texasam,2019,se_data/se_2019,204,663,11.8,376,4.5,143,43.7,1843,806,437,631,69.3,32,18,14-18,43.8,223,1193,37.28,215,445,14,texas a&m,1401,sec
texasam,2019,se_data/se_2019,204,663,11.8,376,4.5,143,43.7,1843,806,437,631,69.3,32,18,14-18,43.8,223,1193,37.28,215,445,14,texas-am,1401,sec
texasam,2019,se_data/se_2019,204,663,11.8,376,4.5,143,43.7,1843,806,437,631,69.3,32,18,14-18,43.8,223,1193,37.28,215,445,14,texasa&m,1401,sec
santaclara,2019,se_data/se_2019,239,663,13.4,416,3.6,111,44.5,1653,735,406,567,71.6,31,15,16-15,51.6,145,1027,33.13,146,433,16,santa clara,1365,wcc
santaclara,2019,se_data/se_2019,239,663,13.4,416,3.6,111,44.5,1653,735,406,567,71.6,31,15,16-15,51.6,145,1027,33.13,146,433,16,santa-clara,1365,wcc
southcarolina,2019,se_data/se_2019,242,662,12.9,413,4.4,140,42.3,1907,806,473,694,68.2,32,16,16-16,50,268,1160,36.25,202,433,16,south carolina,1376,sec
southcarolina,2019,se_data/se_2019,242,662,12.9,413,4.4,140,42.3,1907,806,473,694,68.2,32,16,16-16,50,268,1160,36.25,202,433,16,south-carolina,1376,sec
clemson,2019,se_data/se_2019,217,661,12.1,410,4.5,154,44.9,1857,833,456,623,73.2,34,14,20-14,58.8,90,1207,35.5,223,451,20,clemson,1155,acc
manhattan,2019,se_data/se_2019,219,661,11.3,360,2.4,78,40.5,1608,651,312,534,58.4,32,21,11-21,34.4,351,995,31.09,221,490,11,manhattan,1264,maac
abilenechristian,2019,se_data/se_2019,251,660,15.4,524,2.7,93,46.9,1911,897,457,642,71.2,34,7,27-7,79.4,158,1110,32.65,297,407,27,abilene christian,1101,southland
abilenechristian,2019,se_data/se_2019,251,660,15.4,524,2.7,93,46.9,1911,897,457,642,71.2,34,7,27-7,79.4,158,1110,32.65,297,407,27,abilene-christian,1101,southland
navy,2019,se_data/se_2019,208,656,12.9,399,1.9,58,41,1786,732,389,544,71.5,31,19,12-19,38.7,152,1160,37.42,167,437,12,navy,1298,patriot
columbia,2019,se_data/se_2019,237,655,15.8,443,2.8,78,45.2,1720,778,266,377,70.6,28,18,10-18,35.7,174,985,35.18,218,366,10,columbia,1162,ivy
oklahoma,2019,se_data/se_2019,226,654,12.6,430,3,102,44.7,1975,883,431,618,69.7,34,14,20-14,58.8,204,1263,37.15,203,401,20,oklahoma,1328,big_twelve
stanford,2019,se_data/se_2019,207,653,12.6,392,4.7,147,45.3,1783,808,432,643,67.2,31,16,15-16,48.4,299,1148,37.03,186,469,15,stanford,1390,pac_twelve
bradley,2019,se_data/se_2019,240,653,12.1,423,3.7,131,43.3,1874,812,465,672,69.2,35,15,20-15,57.1,227,1195,34.14,186,441,20,bradley,1133,mvc
georgia,2019,se_data/se_2019,210,653,13.2,423,5.1,163,44.1,1761,776,512,726,70.5,32,21,11-21,34.4,175,1214,37.94,185,506,11,georgia,1208,sec
tulsa,2019,se_data/se_2019,222,652,13.4,430,2.4,76,44.8,1732,776,522,751,69.5,32,14,18-14,56.3,210,1118,34.94,176,404,18,tulsa,1409,aac
rider,2019,se_data/se_2019,222,651,14.5,450,3.3,101,44.7,1893,847,465,755,61.6,31,15,16-15,51.6,346,1144,36.9,282,416,16,rider,1351,maac
middletenn,2019,se_data/se_2019,212,651,11,352,2.7,85,41.9,1859,778,373,551,67.7,32,21,11-21,34.4,288,1228,38.38,190,512,11,middle tenn.,1292,cusa
middletenn,2019,se_data/se_2019,212,651,11,352,2.7,85,41.9,1859,778,373,551,67.7,32,21,11-21,34.4,288,1228,38.38,190,512,11,middle-tenn,1292,cusa
ncat,2019,se_data/se_2019,227,649,14.1,452,3.4,108,45.9,1797,825,364,548,66.4,32,13,19-13,59.4,317,1059,33.09,215,418,19,n.c. a&t,1299,meac
ncat,2019,se_data/se_2019,227,649,14.1,452,3.4,108,45.9,1797,825,364,548,66.4,32,13,19-13,59.4,317,1059,33.09,215,418,19,nc a&t,1299,meac
ncat,2019,se_data/se_2019,227,649,14.1,452,3.4,108,45.9,1797,825,364,548,66.4,32,13,19-13,59.4,317,1059,33.09,215,418,19,nc-at,1299,meac
missourist,2019,se_data/se_2019,224,649,11.1,354,4,127,45.2,1714,774,434,627,69.2,32,16,16-16,50,224,1000,31.25,221,385,16,missouri st,1283,mvc
missourist,2019,se_data/se_2019,224,649,11.1,354,4,127,45.2,1714,774,434,627,69.2,32,16,16-16,50,224,1000,31.25,221,385,16,missouri st.,1283,mvc
missourist,2019,se_data/se_2019,224,649,11.1,354,4,127,45.2,1714,774,434,627,69.2,32,16,16-16,50,224,1000,31.25,221,385,16,missouri-st,1283,mvc
csun,2019,se_data/se_2019,234,648,15.1,512,4.5,154,46,2103,968,431,676,63.8,34,21,13-21,38.2,338,1214,35.71,225,412,13,csun,1169,big_west
maine,2019,se_data/se_2019,201,647,14.7,471,2.9,94,43.2,1728,747,293,452,64.8,32,27,5-27,15.6,330,1015,31.72,239,460,5,maine,1263,aec
northdakota,2019,se_data/se_2019,241,647,13.3,398,2.9,87,46.4,1771,822,335,482,69.5,30,18,12-18,40,211,1009,33.63,171,381,12,north dakota,1315,summit
northdakota,2019,se_data/se_2019,241,647,13.3,398,2.9,87,46.4,1771,822,335,482,69.5,30,18,12-18,40,211,1009,33.63,171,381,12,north-dakota,1315,summit
alcorn,2019,se_data/se_2019,211,646,12.6,391,3.5,107,41.2,1721,709,366,543,67.4,31,21,10-21,32.3,294,1079,34.81,229,492,10,alcorn,1108,swac
northwesternst,2019,se_data/se_2019,190,646,11,340,4.5,139,40.5,1790,725,411,604,68,31,20,11-20,35.5,271,1107,35.71,192,497,11,northwestern st.,1322,southland
northwesternst,2019,se_data/se_2019,190,646,11,340,4.5,139,40.5,1790,725,411,604,68,31,20,11-20,35.5,271,1107,35.71,192,497,11,northwestern-st,1322,southland
jacksonville,2019,se_data/se_2019,213,645,14.3,457,5.2,166,45.5,1954,889,394,582,67.7,32,20,12-20,37.5,287,1165,36.41,213,463,12,jacksonville,1239,a_sun
northernill,2019,se_data/se_2019,229,642,11,374,2.2,75,47.1,1995,940,397,543,73.1,34,17,17-17,50,94,1179,34.68,188,405,17,northern ill.,1296,mac
northernill,2019,se_data/se_2019,229,642,11,374,2.2,75,47.1,1995,940,397,543,73.1,34,17,17-17,50,94,1179,34.68,188,405,17,northern-ill,1296,mac
seattleu,2019,se_data/se_2019,238,642,11.7,386,3.6,118,43.8,1945,852,478,668,71.6,33,15,18-15,54.5,148,1211,36.7,141,404,18,seattle u,1370,wac
seattleu,2019,se_data/se_2019,238,642,11.7,386,3.6,118,43.8,1945,852,478,668,71.6,33,15,18-15,54.5,148,1211,36.7,141,404,18,seattle-u,1370,wac
sanjosest,2019,se_data/se_2019,210,641,13.6,423,1.7,52,40.4,1765,713,406,620,65.5,31,27,4-27,12.9,326,1130,36.45,131,485,4,san jose st,1363,mwc
sanjosest,2019,se_data/se_2019,210,641,13.6,423,1.7,52,40.4,1765,713,406,620,65.5,31,27,4-27,12.9,326,1130,36.45,131,485,4,san jose st.,1363,mwc
sanjosest,2019,se_data/se_2019,210,641,13.6,423,1.7,52,40.4,1765,713,406,620,65.5,31,27,4-27,12.9,326,1130,36.45,131,485,4,san-jose-st,1363,mwc
wakeforest,2019,se_data/se_2019,197,640,10.6,330,2.5,77,39.4,1812,714,494,681,72.5,31,20,11-20,35.5,108,1175,37.9,150,417,11,wake forest,1448,acc
wakeforest,2019,se_data/se_2019,197,640,10.6,330,2.5,77,39.4,1812,714,494,681,72.5,31,20,11-20,35.5,108,1175,37.9,150,417,11,wake-forest,1448,acc
bostonu,2019,se_data/se_2019,221,639,13.5,447,2.2,73,47.9,1923,922,320,468,68.4,33,18,15-18,45.5,258,1091,33.06,199,424,15,boston u,1131,patriot
bostonu,2019,se_data/se_2019,221,639,13.5,447,2.2,73,47.9,1923,922,320,468,68.4,33,18,15-18,45.5,258,1091,33.06,199,424,15,boston u.,1131,patriot
bostonu,2019,se_data/se_2019,221,639,13.5,447,2.2,73,47.9,1923,922,320,468,68.4,33,18,15-18,45.5,258,1091,33.06,199,424,15,boston-u,1131,patriot
georgemason,2019,se_data/se_2019,210,637,12.1,399,2.9,97,44.5,1855,825,454,634,71.6,33,15,18-15,54.5,144,1166,35.33,204,428,18,george mason,1206,a_ten
georgemason,2019,se_data/se_2019,210,637,12.1,399,2.9,97,44.5,1855,825,454,634,71.6,33,15,18-15,54.5,144,1166,35.33,204,428,18,george-mason,1206,a_ten
utrgv,2019,se_data/se_2019,203,636,13.6,503,2.8,105,41.8,2140,895,641,923,69.4,37,17,20-17,54.1,214,1215,32.84,345,472,20,utrgv,1410,wac
stbonaventure,2019,se_data/se_2019,208,635,12.3,417,4.8,164,42.9,1914,821,400,539,74.2,34,16,18-16,52.9,62,1183,34.79,199,420,18,st bonaventure,1382,a_ten
stbonaventure,2019,se_data/se_2019,208,635,12.3,417,4.8,164,42.9,1914,821,400,539,74.2,34,16,18-16,52.9,62,1183,34.79,199,420,18,st-bonaventure,1382,a_ten
stbonaventure,2019,se_data/se_2019,208,635,12.3,417,4.8,164,42.9,1914,821,400,539,74.2,34,16,18-16,52.9,62,1183,34.79,199,420,18,st. bonaventure,1382,a_ten
bethunecookman,2019,se_data/se_2019,204,635,14.3,444,3.5,108,43.8,1900,833,420,689,61,31,17,14-17,45.2,349,1274,41.1,234,501,14,bethune-cookman,1126,meac
yale,2019,se_data/se_2019,230,634,16.8,503,4.4,131,49.3,1812,893,411,557,73.8,30,8,22-8,73.3,72,1158,38.6,177,392,22,yale,1463,ivy
easternmich,2019,se_data/se_2019,187,634,11.5,369,4.5,143,44.9,1823,818,380,604,62.9,32,17,15-17,46.9,344,1156,36.13,237,443,15,eastern mich.,1185,mac
easternmich,2019,se_data/se_2019,187,634,11.5,369,4.5,143,44.9,1823,818,380,604,62.9,32,17,15-17,46.9,344,1156,36.13,237,443,15,eastern-mich,1185,mac
ohio,2019,se_data/se_2019,187,633,14.5,451,3.7,115,43.7,1838,803,381,602,63.3,31,17,14-17,45.2,341,1155,37.26,200,449,14,ohio,1325,mac
oregonst,2019,se_data/se_2019,203,633,15,465,5.3,164,46.3,1728,800,472,636,74.2,31,13,18-13,58.1,61,1091,35.19,185,387,18,oregon st,1333,pac_twelve
oregonst,2019,se_data/se_2019,203,633,15,465,5.3,164,46.3,1728,800,472,636,74.2,31,13,18-13,58.1,61,1091,35.19,185,387,18,oregon st.,1333,pac_twelve
oregonst,2019,se_data/se_2019,203,633,15,465,5.3,164,46.3,1728,800,472,636,74.2,31,13,18-13,58.1,61,1091,35.19,185,387,18,oregon-st,1333,pac_twelve
jacksonvillest,2019,se_data/se_2019,200,633,13.5,446,4.1,136,46.2,2062,953,468,630,74.3,33,9,24-9,72.7,55,1310,39.7,246,439,24,jacksonville st,1240,ovc
jacksonvillest,2019,se_data/se_2019,200,633,13.5,446,4.1,136,46.2,2062,953,468,630,74.3,33,9,24-9,72.7,55,1310,39.7,246,439,24,jacksonville st.,1240,ovc
jacksonvillest,2019,se_data/se_2019,200,633,13.5,446,4.1,136,46.2,2062,953,468,630,74.3,33,9,24-9,72.7,55,1310,39.7,246,439,24,jacksonville-st,1240,ovc
gasouthern,2019,se_data/se_2019,204,632,12.2,403,4,132,49.9,2028,1012,498,720,69.2,33,12,21-12,63.6,229,1193,36.15,255,452,21,ga southern,1204,sun_belt
gasouthern,2019,se_data/se_2019,204,632,12.2,403,4,132,49.9,2028,1012,498,720,69.2,33,12,21-12,63.6,229,1193,36.15,255,452,21,ga-southern,1204,sun_belt
gasouthern,2019,se_data/se_2019,204,632,12.2,403,4,132,49.9,2028,1012,498,720,69.2,33,12,21-12,63.6,229,1193,36.15,255,452,21,ga. southern,1204,sun_belt
georgewashington,2019,se_data/se_2019,196,631,11.4,375,2.9,96,40.4,1842,745,411,600,68.5,33,24,9-24,27.3,253,1115,33.79,170,412,9,george washington,1203,a_ten
georgewashington,2019,se_data/se_2019,196,631,11.4,375,2.9,96,40.4,1842,745,411,600,68.5,33,24,9-24,27.3,253,1115,33.79,170,412,9,george-washington,1203,a_ten
longbeachst,2019,se_data/se_2019,217,630,11.7,399,3.1,105,43.2,2031,877,574,831,69.1,34,19,15-19,44.1,234,1263,37.15,219,480,15,long beach st,1253,big_west
longbeachst,2019,se_data/se_2019,217,630,11.7,399,3.1,105,43.2,2031,877,574,831,69.1,34,19,15-19,44.1,234,1263,37.15,219,480,15,long beach st.,1253,big_west
longbeachst,2019,se_data/se_2019,217,630,11.7,399,3.1,105,43.2,2031,877,574,831,69.1,34,19,15-19,44.1,234,1263,37.15,219,480,15,long-beach-st,1253,big_west
ucf,2019,se_data/se_2019,229,628,13.3,439,4.5,150,46.5,1763,819,518,798,64.9,33,9,24-9,72.7,329,1215,36.82,189,395,24,ucf,1416,aac
westernill,2019,se_data/se_2019,241,626,10.3,319,4.3,132,44,1860,818,321,440,73,31,21,10-21,32.3,98,1100,35.48,165,354,10,western ill.,1442,summit
westernill,2019,se_data/se_2019,241,626,10.3,319,4.3,132,44,1860,818,321,440,73,31,21,10-21,32.3,98,1100,35.48,165,354,10,western-ill,1442,summit
denver,2019,se_data/se_2019,227,622,11.8,354,2.6,78,43.8,1723,755,349,460,75.9,30,22,8-22,26.7,20,1041,34.7,142,408,8,denver,1176,summit
amcorpuschristi,2019,se_data/se_2019,202,621,13.2,423,2.8,90,42.9,1803,774,376,541,69.5,32,18,14-18,43.8,212,1159,36.22,197,456,14,a&m-corpus christi,1394,southland
ballst,2019,se_data/se_2019,202,621,12.9,426,3.6,118,47,1892,889,498,709,70.2,33,17,16-17,48.5,189,1243,37.67,217,480,16,ball st,1123,mac
ballst,2019,se_data/se_2019,202,621,12.9,426,3.6,118,47,1892,889,498,709,70.2,33,17,16-17,48.5,189,1243,37.67,217,480,16,ball st.,1123,mac
ballst,2019,se_data/se_2019,202,621,12.9,426,3.6,118,47,1892,889,498,709,70.2,33,17,16-17,48.5,189,1243,37.67,217,480,16,ball-st,1123,mac
utep,2019,se_data/se_2019,199,620,10.6,307,2.9,84,40.1,1592,639,382,578,66.1,29,21,8-21,27.6,320,1069,36.86,135,467,8,utep,1431,cusa
tennesseetech,2019,se_data/se_2019,213,620,12.5,389,4.3,134,41.6,1784,742,407,645,63.1,31,23,8-23,25.8,343,1122,36.19,226,517,8,tennessee tech,1399,ovc
